"address_line_1__v","latitude__v","longitude__v","postal_code__v","infusion_chairs__v","infusions_performed__v","npi_num__v","hco_name_cda__v"
"2350 N Stemmons Fwy Bldg F  Ste F6400","32.806750000000001","-96.836010000000002","75207-2700","","","","Fogelson Plastic And Craniofacial Surgery-Childrens Specialty Center Dallas"
"1825 4th St Fl 6","37.766350000000003","-122.39019","94143-2350","","","","UCSF Benioff Childrens Hospital Neuromuscular Clinic"
"6401 University Ave NE Fl 2","45.083680000000001","-93.261700000000005","55432","","","","M Health Fairview Heart Clinic Fridley"
"10803 Falls Rd Ste 3100","39.42109","-76.670370000000005","21093-4582","","","1316406523","Green Spring Station Surgery Center"
"1935 Medical District Dr","32.808787000000002","-96.836197999999996","75235-7701","","","","Childrens Health Dallas Neuromuscular Disease Clinic"
"2330 Shawnee Mission Pkwy Ste 300","39.033900000000003","-94.612979999999993","66205-2005","","","","Centrus Health Of Kansas City LLC"
"500 22nd St S Fl 3","33.509369999999997","-86.798730000000006","35233-3110","","","","Primary Care IM 3 Clinic At Whitaker"
"1 Baylor Plz R813","29.710719999999998","-95.395769999999999","77030-3411","","","","Texas Medical Center"
"1961 S Telegraph Rd","42.610157999999998","-83.302722000000003","48302-0246","","","1114563400","Henry Ford Health System"
"2512 S 7th St Fl 3","44.967019999999998","-93.235370000000003","55454-1404","","","","Surgery (general And Thoracic) M Health Fairview Discovery Pediatric Specialty Clinic"
"300 Randall Rd","41.886670000000002","-88.340479999999999","60134-4200","","","","Northwestern Medicine Delnor Hospital Level Ii-E Special Care Nursery"
"1911 Thurmond Mall","34.007980000000003","-81.048079999999999","29201-2375","","","","Greenwood Genetics Center"
"145 King Of Prussia Rd Ste 304 Fl 3","40.040059999999997","-75.354420000000005","19087-4557","","","","Penn Neuroscience Center Radnor-Neurology"
"5323 Harry Hines Blvd","32.812759999999997","-96.838849999999994","75390","","","","UT Southwestern-Pediatrics GI"
"6560 Fannin St Ste 1002","29.71078","-95.400480000000002","77030-2713","","","","Houston Methodist Stanley H Appel Department Of Neurology-Texas Medical Center"
"100 N Academy Ave Mc 30-55","40.960890999999997","-76.612958000000006","17822-9800","","","","Keystone ACO"
"10140 Campus Point Dr","32.887500000000003","-117.22244000000001","92121-1520","","","","Scripps Accountable Care Organization LLC"
"2095 03101","36.006667999999998","-78.937556999999998","27710","","","","Dumc Neuromuscular Center"
"5651 NW 29 St","26.248906999999999","-80.209537999999995","33063","","","","Complete Neurological Care Margate"
"10 Miracle Mile Dr","43.085380000000001","-77.636020000000002","14623-5851","","","","Ur Medicine Orthopedics And Physical Performance Center"
"10666 N Torrey Pines Rd","32.896299999999997","-117.24261","92037-1027","","","","Scripps Clinic Department Of Neurology"
"4901 Lac De Ville Blvd Ste 2","43.11439","-77.593440000000001","14618","","","","University Orthopedics Associates Of Rochester PC"
"408 N State Of Franklin Rd","36.307020000000001","-82.386330000000001","37604-6089","","","","Mountain States Medical Group Neurosurgery"
"1150 N 35th Ave Ste 270S","26.02046","-80.178889999999996","33021-5428","","","1376550392","Memorial Medical Office Centre"
"75 Francis St","42.336109999999998","-71.107479999999995","02115-6106","","","","Vascular Surgery"
"2001 Stults Rd","40.90202","-85.490380000000002","46750-1291","","","1003821729","Parkview Huntington Hospital"
"600 Oxford Dr","40.429740000000002","-79.788079999999994","15146-2355","","","","UPMC At Oxford Drive"
"1633 N Capitol Ave Ste 200","39.789540000000002","-86.161029999999997","46202-1262","","","","IU Health Physicians Riley Child Neurology"
"415 Curie Blvd","39.948900000000002","-75.195847999999998","19104-6140","","","","University Of Pennsylvania Perelman School Of Medicine Clinical Research"
"1500 Matthews Township Pkwy","35.123911","-80.708388999999997","28105-4656","","","","Catawba Gastroenterology"
"700 Childrens Dr","39.95252","-82.979309999999998","43205-2664","","","1417905324","Nationwide Childrens Hospital Heart Center"
"1351 Mount Hope Ave Ste 203","43.123570000000001","-77.618076000000002","14620-3917","","","","University Of Rochester Neurology Department"
"5303 Harry Hines Blvd Fl 8","32.812420000000003","-96.838430000000002","75390-7208","","","","UT Southwestern Medical Center Clinical Center For Multiple Sclerosis"
"10666 N Torrey Pines Rd 214","32.896299999999997","-117.24261","92037-1027","","","","Scipps Clinic Torrey Pines Division Of Ophthalmology"
"420 Delaware St SE 295","44.972312000000002","-93.232549000000006","55455","","","","Minnesota Neurology Assoc University Of Minnesota Hospital"
"10710 N Torrey Pines Rd Fl 3","32.899630000000002","-117.24288","92037-1035","","","","Scripps Clinic And Research Foundation"
"9625 Northcross Ctr Ct Ste 102-G","35.447823999999997","-80.861710000000002","28078-7353","","","","Carolina Pediatric Gastroenterology Huntersville"
"2550 Court Dr Ste 203","35.274120000000003","-81.136679999999998","28054-2152","","","1447540224","Levine Childrens Specialty Center Gastonia"
"1010 Edgehill Rd N","35.202590000000001","-80.834059999999994","28207-1885","","","1891040499","CMC Neurological Specialists Center Psychiatric"
"1051 N Canton Center Rd","42.31391","-83.488860000000003","48187-5097","","","1770516445","University Of Michigan Health-Pediatric Psychology At Canton Health Center"
"6600 W Wilkinson Blvd","35.252496999999998","-81.043711000000002","28012-2796","","","1902233505","Carolinas Pediatric Neurology Care-Holy Angels"
"9434 Medical Center Dr","32.879427","-117.22518599999999","92037-1337","","","","Cardiovascular Institute At UC San Diego Health"
"4800 Sand Point Way NE G-0035","47.664296","-122.28339200000001","98105-3901","","","","Seattle Childrens Heart Center"
"13123 E 16th Ave","39.742449999999998","-104.83577","80045-7106","","","","Childrens Hospital Colorado Breathing Institute-Anschutz Medical Campus Aurora"
"13123 E 16th Ave","39.692900000000002","-104.7953","80045-7106","","","","Children Hospital Co Pediatry Atric"
"8122 Datapoint Dr Ste 816","29.515270000000001","-98.568659999999994","78229-3297","","","","Capitol Home Health"
"456 W 10th Ave Ste 1c","39.994151000000002","-83.019323","43210-1240","","","","OSU Wexner Medical Center Neurology"
"718 Rutherford St","36.008589999999998","-78.927189999999996","27705-4615","","","","Duke Connected Care LLC"
"75 Francis St","42.336109999999998","-71.107479999999995","02115-6110","","","","Brigham And Womens Hospital Department Of Pediatric Newborn Medicine"
"3400 Civic Center Blvd Fl 1","39.947600000000001","-75.192549999999997","19104-5161","","","","Renal Public Health Service Outpatient"
"1150 NW 14th St Ste 609","25.787109999999998","-80.213380000000001","33136-2117","","","","University Miami Medical Group Neurology"
"400 Palmetto Health Pkwy","34.087921999999999","-81.158246000000005","29212-1760","","","1811237985","Prisma Health Baptist Hospital Parkridge"
"35 Michigan St NE Ste 3003","42.970999999999997","-85.666489999999996","49503-2528","","","","SHMG Neurosurgery"
"1959 NE Pacific St Fl 3","47.650269999999999","-122.30705","98195-0001","","","","General Surgery Clinic At UW Medical Center-Montlake"
"50 N Medical Dr","40.772979999999997","-111.83672","84132-0001","","","","UUMC Maternal Fetal Medicine"
"1204 W Main St Fl 5","38.032879999999999","-78.497470000000007","22903-2824","","","","UVA Health Childrens Battle Building"
"1215 Lee St Fl 4","38.031951999999997","-78.498711","22908-0816","","","","UVA-Headache Clinic FL 4"
"6560 Fannin St Ste 802","29.71078","-95.400480000000002","77030-2726","","","","Nantz National Alzheimer Center"
"1959 NE Pacific St 357115","47.650269999999999","-122.30705","98195-0001","","","","University Of Washington Medical Center Interventional Radiology"
"2200 Childrens Way Ste 2410","36.138750000000002","-86.801789999999997","37232-0005","","","","Vanderbilt Childrens Hospital Pediatric Cardiology"
"1912 Hayes Ave","41.437420000000003","-82.712720000000004","44870-4736","","","","Firelands Regional Medical"
"1216 2nd St SW","44.021349999999998","-92.482089999999999","55902-1906","","","1235105586","Mayo Psychiatry And Psychology Treatment Center Rochester"
"1606 N 7th St","39.485349999999997","-87.407740000000004","47804-2706","","","1932107802","Union Hospital Rehabilitation"
"13001 E 17th Pl","39.74447","-104.83784","80045-2570","","","1740712199","Uchealth At University Of Colorado Anschutz Medical Campus"
"4921 Parkview Pl Ste 8C","38.638370000000002","-90.263270000000006","63110-1032","","","","Washu Medicine Division Of Gastroenterology Center For Advanced Medicine"
"1 Childrens Pl Ste 2130","38.637749999999997","-90.26491","63110-1002","","","","St Louis Childrens Hospital Department Of Neurology"
"1635 Aurora Ct","39.7423","-104.83945","80045-2541","","","","University Of Colorado Department Of Transplant Surgery"
"13123 E 16th Ave B290","39.742449999999998","-104.83577","80045-7106","","","","Uchsc Gastroenterology Hepatology And Nutrition Childrens Hospital"
"4921 Parkview Pl Ste C Fl 6","38.638131999999999","-90.263183999999995","63110-1032","","","","Washington University Adult Epilepsy Center"
"9500 Gilman Dr Dept M0039","32.875070000000001","-117.23618999999999","92093-0039","","","","University Of California La Jolla"
"1301 Barbara Jordan Blvd Ste 200B","30.305579999999999","-97.707279999999997","78723-3078","","","","Dell Childrens Medical Group-Infectious Disease"
"1375 E 19th Ave","39.74606","-104.97138","80218-1114","","","","Saint Joseph Hospital Emergency Room Main Hospital Emergency Department"
"3030 Childrens Way 2nd Fl N","32.798940000000002","-117.15107999999999","92123-4232","","","","Rady Childrens Hospital-San Diego-Cystic Fibrosis Center"
"1101 E Marshall St Ste 1-030","37.540460000000003","-77.431349999999995","23298-5008","","","","VCU School Of Medicine Department Of Internal Medicine"
"2363 63rd St Ste 103","41.770980000000002","-88.040469999999999","60517-1300","","","","Uchicago Medicine Adventhealth Medical Group Primary Care At Woodridge"
"6621 Fannin St","29.70815","-95.400369999999995","77030-2303","","","","Texas Childrens Hospital Health System"
"8300 Floyd Curl Dr Fl 8A","29.515280000000001","-98.581649999999996","78229-3931","","","","UT Health Physicians Neurology"
"3113 Bellevue Ave Ste 3000","39.135890000000003","-84.504469999999998","45219-3286","","","","Aring Neurology"
"700 Childrens Dr","39.95252","-82.979309999999998","43205-2664","","","","Nationwide Childrens Hospital-Neurology"
"7609 Preston Rd Ste P3000","33.079700000000003","-96.801490000000001","75024-3448","","","","Ear Nose And Throat And Audiology Plano"
"700 13th St NW Ste 1200","38.898739999999997","-77.03004","20005-3960","","","","Hyman Phelps And Mcnamara PC"
"Medical Center Boulevard Main Floor","36.089694999999999","-80.271253000000002","27157","","","","Neuromuscular Diagnostic Neurology Lab"
"1855 4th St Rm A-2432 Fl 2","37.765700000000002","-122.39012","94143-2350","","","","Fetal Treatment Center"
"450 W Medical Center Blvd Ste 510","29.541930000000001","-95.126720000000006","77598-4233","","","","Texas Lung And Sleep Associates PLLC"
"2021 Concert Dr Ste 201","36.77693","-76.101569999999995","23456-8083","","","","Health And Surgery Center At Concert Drive"
"295 S Chipeta Way","40.764530000000001","-111.82586999999999","84108-1287","","","","University Of Utah"
"601 Elmwood Ave Fl 1","43.123440000000002","-77.622460000000004","14642-0001","","","","Ambulatory Care Center At Strong Memorial Hospital"
"541 Main St Ste 314","42.188000000000002","-70.955910000000003","02190-1857","","","1750588380","Brigham And Womens Harbor Medical Associates"
"800 Weatherly Dr Ste 201B","36.574089999999998","-87.285079999999994","37043-8958","","","","Vanderbilt Childrens Pulmonary Medicine Clarksville"
"417 S East St","40.754649999999998","-93.312200000000004","50060-1860","","","1174599468","Wayne County Hospital And Clinic System"
"1935 Medical District Dr","32.809510000000003","-96.83766","75235-7701","","","1588746002","Childrens Medical Center Dallas-Hematology And Oncology"
"1120 NW 14th St","25.787420000000001","-80.213610000000003","33136-2107","","","","Um Wellness Center Multidisciplinary Clinic"
"300 Community Dr","40.777740000000001","-73.701920000000001","11030-3816","","","","NSUH Department Of Pediatrics Adolescent Medical"
"937 15th St","33.473109999999998","-81.990110000000001","30912-0008","","","","Cardiovascular Center On 15th Street Public Health Service Outpatient"
"1120 15th St Bb-7517b","33.470770000000002","-81.990650000000002","30912-0004","","","","Augusta University Medical Center-Department Of Cardiology"
"4510 Executive Dr Ste 325","32.876159999999999","-117.21075999999999","92121-3069","","","","UC San Diego Health La Jolla-4510 Executive Drive"
"2 Greenway Plz Ste 900","29.732299999999999","-95.431979999999996","77046-0205","","","1629473731","Baylor College Of Medicine Ben Taub"
"2000 SW Archer Rd","29.63702","-82.350160000000002","32608-1136","","","","University Of Florida And Shands Pediatric Medical Specialties Plaza"
"3030 W Dr Martin Luther King Jr Blvd","27.981190000000002","-82.491810000000001","33607-6308","","","1346519816","St Josephs Womens Hospital"
"851 Locust St","36.399529999999999","-83.014349999999993","37857-2407","","","1174553598","Hawkins County Memorial Hospital"
"15 N Broadway Ste F","41.034550000000003","-73.764480000000006","10601-2222","","","1194767863","Chester Pediatrics PC"
"340 Thomas More Pkwy Ste 260","39.024369999999998","-84.564899999999994","41017-5117","","","1174528392","Hansen Pain And Wellness"
"200 S Manchester Ave","33.787658999999998","-117.893216","92868-3217","","","","University Of California At Irvine Health Manchester Pavilion"
"5323 Harry Hines Blvd Stop 8813","32.812480000000001","-96.842209999999994","75390-7226","","","","UT Southwestern-Department Of Neurology"
"Medsport 24 Frank Lloyd Wright Dr","42.274209999999997","-83.738581999999994","48106-0391","","","","Orthopedics Surgery Clinic Dominos Farms"
"1549 Gale Lemerand Dr Rm 2543","29.637820000000001","-82.349019999999996","32610-3008","","","","UF Health Pediatric Pulmonary Diagnostic Center"
"480 Bedford Rd","41.179470000000002","-73.755719999999997","10514-1715","","","1083913883","Northwell Health-Northern Westchester Hospital Association"
"600 N Wolfe St","39.297409999999999","-76.590990000000005","21287-0005","","","1578597993","The Johns Hopkins Hospital Pedriatric Surgery"
"1 Blachley Rd Ste 2","41.051769999999998","-73.516109999999998","06902-0003","","","1821402306","Hospital For Special Surgery Stamford"
"335 Glessner Ave","40.75264","-82.52807","44903-2269","","","","Ohiohealth Heart And Vascular Physicians"
